127.0.0.1 - - [19/Nov/2021:10:23:26 +0900] "GET / HTTP/1.1" 404 807
192.168.0.158 - - [19/Nov/2021:13:45:35 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:45:35 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:35 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:36 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:36 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:36 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:37 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:38 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:45:38 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:38 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:39 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:39 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:39 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:40 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:41 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:45:41 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:41 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:42 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:42 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:42 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:43 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:44 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:45:44 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:44 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:45 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:45 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:45 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:46 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:47 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:45:47 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:47 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:48 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:48 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:48 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:49 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:50 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:45:50 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:50 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:51 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:51 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:51 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:52 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:53 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:45:53 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:53 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:54 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:54 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:54 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:55 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:56 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:45:56 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:56 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:57 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:57 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:57 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:58 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:59 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:45:59 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:45:59 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:00 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:00 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:00 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:01 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:02 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:02 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:02 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:03 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:03 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:03 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:04 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:05 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:05 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:05 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:06 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:06 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:06 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:07 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:08 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:08 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:08 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:09 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:09 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:09 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:10 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:11 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:11 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:11 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:12 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:12 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:12 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:13 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:14 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:14 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:14 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:15 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:15 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:15 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:16 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:17 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:17 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:17 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:18 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:18 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:18 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:19 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:20 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:20 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:20 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:21 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:21 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:21 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:22 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:23 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:23 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:23 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:24 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:24 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:24 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:25 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:26 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:26 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:26 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:27 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:27 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:27 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:28 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:29 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:29 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:29 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:30 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:30 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:30 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:31 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:32 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:32 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:32 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:33 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:33 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:33 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:34 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:35 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:35 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:35 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:36 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:36 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:37 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:37 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:38 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:38 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:38 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:39 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:39 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:40 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:40 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:41 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:41 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:41 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:42 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:42 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:43 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:43 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:44 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:44 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:44 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:45 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:45 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:46 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:46 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:46:47 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:46:47 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
